PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Nubosoft Servicios | Partner Engineer: Ignacio Rauda | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 25 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
NUBSZJRK3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-04,49.0,54.0,+5.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBVAZZI6,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-14,18.0,28.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBESCTA6,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-14,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBRPOIH5,Workspace,Workspace,Tier 4 ➔ Tier 3,August,2026-08-18,15.0,30.0,+15.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,August,2026-08-20,20.0,49.0,+29.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-20,15.0,24.0,+9.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-20,15.0,24.0,+9.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-20,15.0,34.0,+19.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Workspace,Workspace,Tier 2 ➔ Tier 1,August,2026-08-20,40.0,54.0,+14.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBRPOIH5,Workspace,Workspace,Tier 3 ➔ Tier 2,August,2026-08-20,30.0,40.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBDPLPS4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-21,15.0,25.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDPLPS4,Workspace,Workspace,Tier 4 ➔ Tier 3,August,2026-08-21,15.0,25.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMOEDM4,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,August,2026-08-26,16.0,21.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMOEDM4,Workspace,Workspace,Tier 3 ➔ Tier 2,August,2026-08-26,31.0,41.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBESCTA6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-08,20.0,35.0,+15.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBESCTA6,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-08,30.0,35.0,+5.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBNFMEF9,Workspace,Workspace,Tier 4 ➔ Tier 3,September,2026-09-13,15.0,25.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDPLPS4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-18,6.0,21.0,+15.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBESCTA6,Security,Cloud Security,Tier 3 ➔ Tier 2,September,2026-09-19,30.0,35.0,+5.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Application Modernization,Apigee API Management,Tier 3 ➔ Tier 2,September,2026-09-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBCBLTC5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
