PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: INFORMACIÓN LOCALIZADA SAS (Servinformación) | Partner Engineer: Jaquelyn Montañez, Fernando Laguna | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 18 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hp50zQAA"", ""UNIVERSIDAD COOPERATIVA DE COLOMBIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WAK5OAO"", ""Gemini Enterprise Lic - Q2 - 2026"")","$10,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-05,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Lauro Garcia,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PGLQ9IAP"", ""#AWT_playcompete_Servi CO - UCC - GE - Gemini Enterprise Lic - Q2 - 2026"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002H5vFjQAJ"", ""Segundo Registro de la Propiedad"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZNjOOAW"", ""SRP - GE - Reclutamiento y Normas"")","$5,400.00",Stage 0-2 ➔ Stage 3,August,2026-08-05,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,David Eduardo Fernandez,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OqDGdIAN"", ""Segundo Registro de la Propiedad #INB #GCP #GE"")",001Kf00001BCjQ0IAL,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf000012jyFAIAY"", ""Datta business LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eMNkOAM"", ""DN - Datta Business - MVP GE4CX integrado ao WhatsApp"")","$100,465.44",Stage 3 ➔ Stage 4.1,August,2026-08-07,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Giullia Vital Antunes,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O04pzIAB"", ""DN - Datta Business - MVP GE4CX integrado ao WhatsApp"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hhcfqQAA"", ""Besalco"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WDYAOA4"", ""BESALCO - GE - Servinformacion"")","$50,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Jilver Tyson Fuentes,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PN0NVIA1"", ""BESALCO - GE -  Servinformacion"")",001Kf000012gXIzIAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hX5CeQAK"", ""Grupo Nutresa S. A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eGNoOAM"", ""[GECX] Nutresa - #CXAgentStudio - Nova WL GE CC"")","$270,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-14,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Juan Sebastian Rodelo Arnedo,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OpB4UIAV"", ""Novaenta GE CC"")",0014M00002GHyyuQAD,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hWsgwQAC"", ""FUNDACION VALLE DEL LILI"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZLR8OAO"", ""WL_SoW DAF_fvl"")","$291,084.00",Stage 0-2 ➔ Stage 3,August,2026-08-17,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Jorge Armando Barrios,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000POyFSIA1"", ""SoW DAF Fundación Valle del Lili Ensayos clínicos con IA"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hob0eQAA"", ""SIMPLEE CORREDORES DE SEGUROS SPA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WBe6OAG"", ""SIMPLEE CORREDORES DE SEGUROS SPA #GCP #OUT #GE For customer experience"")","$50,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-17,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Jilver Tyson Fuentes,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OetvPIAR"", ""SIMPLEE CORREDORES DE SEGUROS SPA #GCP #OUT #GE For customer experience"")",001Kf000012gXIzIAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hjFU7QAM"", ""ECOPETROL S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WBhUOAW"", ""Ecopetrol - Proyecto GAIA analítica"")","$200,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-18,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Juan Carlos Florez,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OGkfdIAD"", ""ECOPETROL S A - GCP - Analíticas"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf000011QM9CIAW"", ""UNIVERSIDAD MILITAR NUEVA GRANADA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082SJtOAM"", ""Universidad Militar Nueva Granada -Migración de Infraestructura Oracle"")","$230,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-19,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Lauro Garcia,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OmS0yIAF"", ""Universidad Militar Nueva Granada -Migración de Infraestructura Oracle"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3YBnQAM"", ""Corporacion Multi Inversiones S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kLz8OAE"", ""CMI - Servo - 2da ampliación 30 Lic GE"")","$5,156.00",Stage 3 ➔ Stage 4.1,August,2026-08-21,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Daniel Cornejo,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OC4idIAD"", ""CMI - Servi - 2da ampliacion 30 Lic GE"")",0014M00002TEROiQAP,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hp5OIQAY"", ""FARMATODO COLOMBIA S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W70gOAC"", ""[GECX] Farmatodo - #CXAgentStudio - WL"")","$120,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Raphael Laxe,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OedMHIAZ"", ""[GECX] Farmatodo - #CXAgentStudio & #AA &#CXQIA - Servicio al cliente"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hp5OIQAY"", ""FARMATODO COLOMBIA S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WDP8OAO"", ""[GECX] Farmatodo - #CXQIA - WL"")","$80,595.00",Stage 0-2 ➔ Stage 3,August,2026-08-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Raphael Laxe,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OedMHIAZ"", ""[GECX] Farmatodo - #CXAgentStudio & #AA &#CXQIA - Servicio al cliente"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hp5OIQAY"", ""FARMATODO COLOMBIA S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W70lOAC"", ""[GECX] Farmatodo - #AA - WL"")","$17,690.00",Stage 0-2 ➔ Stage 3,August,2026-08-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Raphael Laxe,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OedMHIAZ"", ""[GECX] Farmatodo - #CXAgentStudio & #AA &#CXQIA - Servicio al cliente"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq78FQAQ"", ""Secretaria de Estado de Controle e Transparencia do Espirito Santo - SECONT"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZJsAOAW"", ""GCP_Secont_Inovação"")","$5,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-25,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.2: Ramping / Deliver,Roberta Jezler,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Lip2VIAR"", ""GOV - SECONT - Secretaria de Estado de Controle e Transparência - Creditos em Nuvem GCP"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq78FQAQ"", ""Secretaria de Estado de Controle e Transparencia do Espirito Santo - SECONT"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZJsAOAW"", ""GCP_Secont_Inovação"")","$5,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-25,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Roberta Jezler,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Lip2VIAR"", ""GOV - SECONT - Secretaria de Estado de Controle e Transparência - Creditos em Nuvem GCP"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hWsgwQAC"", ""FUNDACION VALLE DEL LILI"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZLR8OAO"", ""WL_SoW DAF_fvl"")","$291,084.00",Stage 3 ➔ Stage 4.1,August,2026-08-26,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Jorge Armando Barrios,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000POyFSIA1"", ""SoW DAF Fundación Valle del Lili Ensayos clínicos con IA"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002KNV7CQAX"", ""Banco Multiple BHD Leon, SA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tNvMOAU"", ""Customer Experience Voice Agents"")","$169,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-26,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,3:  Proposal / Negotiation,Diana Cuevas Jurney,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KZ4SwIAL"", ""Banco Multiple Bhd S.A. - GCP Virtual Agents/ Agent Space"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hsGMSQA2"", ""Altán Administración, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kM1nOAE"", ""Altan - Servi (Security Controls)"")","$270,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-28,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Santiago Meza,Infra AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000JBlcdIAD"", ""Altán-Commit"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hsGMSQA2"", ""Altán Administración, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kM1nOAE"", ""Altan - Servi (Security Controls)"")","$270,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-28,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Santiago Meza,Infra AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000JBlcdIAD"", ""Altán-Commit"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hpDnIQAU"", ""COPSERVIR"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eTJ6OAM"", ""Copservir GE"")","$63,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-28,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Dario Palma Villarreal,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OsDBsIAN"", ""Copservir - Gemini Enterprise"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3QNzQAM"", ""Bankaool, S.A., Institución de Banca Multiple"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082MWNOA2"", ""Bankaool Data Warehouse"")","$270,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-30,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Bello,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NQjCDIA1"", ""Bankaool | Commit | Servinformación | México"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hhcfqQAA"", ""Besalco"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WDYAOA4"", ""BESALCO - GE - Servinformacion"")","$50,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-01,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Jilver Tyson Fuentes,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PN0NVIA1"", ""BESALCO - GE -  Servinformacion"")",001Kf000012gXIzIAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hvGzsQAE"", ""MAGNITRACKING SA DE CV"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJ4M000000GrvaWAC"", ""Magnitracking #GCP #Looker #MX"")","$100,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-03,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,3:  Proposal / Negotiation,Claudia Obregón,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000JNAptIAH"", ""Magnitracking - GCP Infra - GCP"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hvHUGQA2"", ""Conservas La Costeña, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082QjzOAE"", ""Vertex AI / GE"")","$96,390.00",Stage 0-2 ➔ Stage 3,September,2026-09-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Bello,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5qc0IAB"", ""Commit La Costeña 2026"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hdOHuQAM"", ""Universidad Nacional de Colombia"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082SKDOA2"", ""#M25- UNIVERSIDAD NACIONAL DE COLOMBIA - NB #GCP"")","$29,500.00",Stage 3 ➔ Stage 4.1,September,2026-09-07,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Closed,Lauro Garcia,Storage,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NFuP7IAL"", ""#M25- UNIVERSIDAD NACIONAL DE COLOMBIA - NB #GCP"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001k2pe5QAA"", ""Hurlingham National University"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e9JzOAI"", ""UNHUR - CloudSQL"")","$24,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-08,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Agustin Passetti,Migrate and Modernize Databases,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Olq0dIAB"", ""UNHUR - CloudSQL"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hSLPIQA4"", ""Grupo Cinemex, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kMvbOAE"", ""Apigee Servinformacion"")","$283,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-09,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Santiago Meza,Migrate and Modernize Databases,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NMiJBIA1"", ""Cinemex - Flex Datalake & Apigee"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hvHUGQA2"", ""Conservas La Costeña, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082QjuOAE"", ""GCP Infraestructura"")","$63,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Bello,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5qc0IAB"", ""Commit La Costeña 2026"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hvHUGQA2"", ""Conservas La Costeña, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WFKtOAO"", ""ISVs La Costeña"")","$52,800.00",Stage 0-2 ➔ Stage 3,September,2026-09-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Bello,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5qc0IAB"", ""Commit La Costeña 2026"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hvHUGQA2"", ""Conservas La Costeña, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7tROAS"", ""La Costeña - Gemini Enterprise | Renewal + Crecimiento"")","$52,500.00",Stage 0-2 ➔ Stage 3,September,2026-09-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Bello,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LjTKCIA3"", ""La Costeña - Gemini Enterprise | Renewal + Crecimiento"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf000015kisPIAQ"", ""Reinvent"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WEt9OAG"", ""Reinvent- AWS to GCP"")","$10,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Richard Bucalem,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PivO9IAJ"", ""Reinvent - Migração AWS para GCP"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hlb16QAA"", ""Sociedad Agricola e Industrial San Carlos, S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kEp1OAE"", ""Ingenio San Carlos - Cortex, Data Analytics, GE"")","$3,600.00",Stage 0-2 ➔ Stage 3,September,2026-09-16,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Alexandra Rodríguez,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O9DW1IAN"", ""Ingenio San Carlos - Cortex, Data Analytics, GE"")",0014M00001h3AyDQAU,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,13,3,10,26,15,50.0%,11.5%,38.5%,Data & Analytics,BigQuery,🔥 High,P20220602053,Active Progression
Tier 3 ➔ Tier 2,7,0,4,11,9,63.6%,0.0%,36.4%,Data & Analytics,BigQuery,🔥 High,P20220602053,Active Progression
Tier 2 ➔ Tier 1,1,1,0,2,2,50.0%,50.0%,0.0%,Artificial Intelligence,Gemini Enterprise for Customer Experience,🌱 Emerging,P20220602053,Active Progression
TOTAL DRP TIER PROMOTIONS,21,4,14,39,22,53.8%,10.3%,35.9%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Apigee API Management,0,1,0,1,1,0,0,1,P20220602053,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Application Modernization,Cloud Run,1,0,0,1,1,0,0,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,AI Applications,2,0,0,2,2,0,0,2,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,GECX - CX Agent Studio,1,0,0,1,0,0,1,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,GECX - CX Insights,0,1,0,1,0,0,1,1,P20220602053,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Artificial Intelligence,Gemini Enterprise,1,0,0,1,0,0,1,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,2,2,1,5,3,1,1,5,P20220602053,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise for Customer Experience,1,0,1,2,2,0,0,2,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Data & Analytics,BigQuery,4,5,0,9,3,1,5,8,P20220602053,🚀 Steady Growth (3-9),Tier 3 ➔ Tier 2,Active
Data & Analytics,Dataflow,4,0,0,4,3,0,1,4,P20220602053,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Data & Analytics,Dataproc,1,0,0,1,1,0,0,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Databases,Cloud SQL,1,0,0,1,0,0,1,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud VMware Engine,2,0,0,2,1,0,1,2,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Compute Engine,1,2,0,3,2,1,0,3,P20220602053,🚀 Steady Growth (3-9),Tier 3 ➔ Tier 2,Active
Infrastructure Modernization,Google Distributed Cloud,1,0,0,1,0,0,1,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Oracle,1,0,0,1,0,1,0,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Cloud Security,1,0,0,1,1,0,0,1,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Security Operations,2,0,0,2,1,0,1,2,P20220602053,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
TOTAL,-,26,11,2,39,21,4,14,22,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
SERAMBEZ6,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-02,14.0,24.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERKACCO9,Security,Security Operations,Tier 4 ➔ Tier 3,July,2026-07-03,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SEREORWT3,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-09,11.0,21.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERAAKCE5,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 2 ➔ Tier 1,July,2026-07-11,48.0,59.0,+11.0,Tier 2,Tier 1,P20220602053,Tier Upgrade,Promoted
SERILMXT1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-12,11.0,21.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERILMXT1,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-12,16.0,26.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERNGCKP5,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-13,27.0,37.0,+10.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERJCOFE6,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-15,16.0,26.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERDMQPF0,Application Modernization,Apigee API Management,Tier 3 ➔ Tier 2,July,2026-07-17,25.0,35.0,+10.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERDMQPF0,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERDMQPF0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-17,30.0,35.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERDMQPF0,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERSEYNP5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-22,32.0,37.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERDMOCS2,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-28,32.0,37.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
