PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNFBCJC6,Data & Analytics,Looker,Tier 3 ➔ Tier 2,July,2026-07-05,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNYAENS8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-05,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSREHU2,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-05,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNSBJL4,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-05,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPHONA2,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-05,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNKXWJ9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-06,24.0,39.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMBBBI0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-06,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKHDX9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-07,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFSGFF8,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-07,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKSICR3,Databases,AlloyDB for PostgreSQL,Tier 4 ➔ Tier 3,July,2026-07-07,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVNZTF9,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMNSV1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-07,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRIINK5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-08,47.0,52.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNRIINK5,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 2 ➔ Tier 1,July,2026-07-08,47.0,52.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Data & Analytics,Dataproc,Tier 3 ➔ Tier 2,July,2026-07-08,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMZXYZ7,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-08,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRIINK5,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-08,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-08,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNNKXWJ9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-08,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSDQT3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-08,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNAYIL0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-09,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKRRL4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-09,15.0,29.0,+14.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNAYIL0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-09,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNAYIL0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-09,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRDKJE1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-09,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNANAMI6,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-10,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNIREWS0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-10,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNKXWJ9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-10,29.0,44.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-11,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Application Modernization,Apigee API Management,Tier 3 ➔ Tier 2,July,2026-07-11,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNAYIL0,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-11,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPPXT5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-11,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-11,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTLTP6,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-11,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNS0290,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-11,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Infrastructure Modernization,Google Cloud VMware Engine,Tier 3 ➔ Tier 2,July,2026-07-11,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJRTSQ0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-11,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNS0290,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-11,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBVZRJ9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-11,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNS0290,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-11,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRPUMF4,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-11,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARJQC8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-12,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-12,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-12,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGBLHZ6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-13,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-13,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-13,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMQNK1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-13,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMQNK1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-14,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMQNK1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-14,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRDKJE1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-14,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNTYBQ2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-14,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMQNK1,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-14,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCACWK0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-15,18.0,33.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKKRSG1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-15,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-15,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKSICR3,Infrastructure Modernization,Oracle,Tier 4 ➔ Tier 3,July,2026-07-15,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVPN020,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-15,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFOGBU2,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSPFSK7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTVCQ7,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-16,26.0,36.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPCJGW8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNESZLL4,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-16,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLHYKI6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-16,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKSICR3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-16,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNKSICR3,Artificial Intelligence,AI Applications,Tier 2 ➔ Tier 1,July,2026-07-16,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNAMNOM0,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-16,45.0,50.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNAVGOU3,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-16,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTVCQ7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,16.0,26.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Dataflow,Tier 2 ➔ Tier 1,July,2026-07-16,46.0,51.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNPTLTP6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-16,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPTLTP6,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNESZLL4,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDMTSN9,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNGLAY7,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMMPXJ3,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSPFSK7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFOGBU2,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTLTP6,Data & Analytics,Dataflow,Tier 3 ➔ Tier 2,July,2026-07-16,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLHYKI6,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-16,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJYWN1,Data & Analytics,Dataflow,Tier 3 ➔ Tier 2,July,2026-07-16,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMSYDZ9,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-16,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Databases,AlloyDB for PostgreSQL,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNESZLL4,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSPFSK7,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTVCQ7,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-16,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPCJGW8,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-16,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSPFSK7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAMNOM0,Infrastructure Modernization,Google Cloud Networking,Tier 2 ➔ Tier 1,July,2026-07-16,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNISAHD3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-16,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNESZLL4,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-16,39.0,74.0,+35.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNDJYWN1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVGOU3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-16,49.0,80.0,+31.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMA5AJ0,Infrastructure Modernization,Oracle,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMA5AJ0,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTVCQ7,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-16,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGSERE1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTVCQ7,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-16,36.0,71.0,+35.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNESZLL4,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNISAHD3,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-16,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVGOU3,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMMPXJ3,Infrastructure Modernization,Google Cloud Networking,Tier 2 ➔ Tier 1,July,2026-07-16,40.0,50.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMA5AJ0,Infrastructure Modernization,Google Cloud Networking,Tier 2 ➔ Tier 1,July,2026-07-16,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNPCJGW8,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-16,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRBXUS3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTVCQ7,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-16,31.0,41.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSPFSK7,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPVNRO5,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-16,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAVGOU3,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-16,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNBRZPV5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPCJGW8,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Artificial Intelligence,Gemini Enterprise,Tier 2 ➔ Tier 1,July,2026-07-17,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Artificial Intelligence,AI Applications,Tier 2 ➔ Tier 1,July,2026-07-17,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNIBQAQ2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKMSIE5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-17,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-17,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Databases,AlloyDB for PostgreSQL,Tier 3 ➔ Tier 2,July,2026-07-17,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-17,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSDBAC0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-19,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-19,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-19,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMSSY0,Data & Analytics,Dataflow,Tier 2 ➔ Tier 1,July,2026-07-19,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-19,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSRYH5,Databases,Spanner,Tier 4 ➔ Tier 3,July,2026-07-19,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEVJYI8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-19,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMCLD7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-19,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPSHVB2,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-19,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSAMSW3,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-19,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-19,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Security,Security Operations,Tier 4 ➔ Tier 3,July,2026-07-19,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAMSW3,Workspace,Workspace,Tier 4 ➔ Tier 3,July,2026-07-19,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
