Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
DIGITAL INC TECNOLOGIA E MARKETING LTDA (DP6),Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
SoftwareOne,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
SoftwareOne,Application Modernization,"Migrate, Modernize and Build",Cloud Run,6,5,11,🟢 Ready (11 profiles)
SoftwareOne,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,7,9,16,🟢 Ready (16 DRP / 1 wkls)
SoftwareOne,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,11,11,🟢 Ready (11 DRP / 1 wkls)
SoftwareOne,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
SoftwareOne,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
SoftwareOne,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
SoftwareOne,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
SoftwareOne,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 DRP / 1 wkls)
SoftwareOne,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 profiles)
SoftwareOne,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,1,1,🟢 Ready (1 profiles)
SoftwareOne,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 profiles)
SoftwareOne,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 profiles)
SoftwareOne,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,1,4,5,🟢 Ready (5 profiles)
SoftwareOne,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,3,3,🟢 Ready (3 profiles)
SoftwareOne,Data & Analytics,The AI Ready Data Cloud,BigQuery,1,4,5,🟢 Ready (5 profiles)
SoftwareOne,Data & Analytics,The AI Ready Data Cloud,Dataflow,,3,3,🟢 Ready (3 profiles)
SoftwareOne,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
SoftwareOne,Data & Analytics,The AI Ready Data Cloud,Looker,,1,1,🟢 Ready (1 profiles)
SoftwareOne,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
SoftwareOne,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,1,,1,🟢 Ready (1 profiles)
SoftwareOne,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
SoftwareOne,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
SoftwareOne,Databases,The AI Ready Data Cloud,Cloud SQL,1,,1,🟢 Ready (1 profiles)
SoftwareOne,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
SoftwareOne,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
SoftwareOne,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,1,1,🟢 Ready (1 profiles)
SoftwareOne,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
SoftwareOne,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,1,15,16,🟢 Ready (16 profiles)
SoftwareOne,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,3,11,14,🟢 Ready (14 profiles)
SoftwareOne,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,1,1,🟢 Ready (1 profiles)
SoftwareOne,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
SoftwareOne,Security,Agentic Defense with Google Security,Security Command Center,,1,1,🟢 Ready (1 profiles)
SoftwareOne,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
SoftwareOne,Security,Secure Innovation with Google Cloud,Cloud Security,,5,5,🟢 Ready (5 profiles)
SoftwareOne,Workspace,Agentic Workplace Transformation,Workspace,2,4,6,🟢 Ready (6 profiles)
SoftwareOne Brasil,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
SoftwareOne Brasil,Application Modernization,"Migrate, Modernize and Build",Cloud Run,6,5,11,🟢 Ready (11 profiles)
SoftwareOne Brasil,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,7,9,16,🟢 Ready (16 DRP / 2 wkls)
SoftwareOne Brasil,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,11,11,🟢 Ready (11 profiles)
SoftwareOne Brasil,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
SoftwareOne Brasil,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,🔴 Gap (0 DRP / 1 wkls)
SoftwareOne Brasil,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,🔴 Gap (0 DRP / 1 wkls)
SoftwareOne Brasil,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
SoftwareOne Brasil,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 DRP / 1 wkls)
SoftwareOne Brasil,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 profiles)
SoftwareOne Brasil,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,1,1,🟢 Ready (1 profiles)
SoftwareOne Brasil,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 profiles)
SoftwareOne Brasil,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,1,13,14,🟢 Ready (14 profiles)
SoftwareOne Brasil,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,1,4,5,🟢 Ready (5 profiles)
SoftwareOne Brasil,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,3,3,🟢 Ready (3 profiles)
SoftwareOne Brasil,Data & Analytics,The AI Ready Data Cloud,BigQuery,1,4,5,🟢 Ready (5 profiles)
SoftwareOne Brasil,Data & Analytics,The AI Ready Data Cloud,Dataflow,,3,3,🟢 Ready (3 profiles)
SoftwareOne Brasil,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
SoftwareOne Brasil,Data & Analytics,The AI Ready Data Cloud,Looker,,1,1,🟢 Ready (1 profiles)
SoftwareOne Brasil,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
SoftwareOne Brasil,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,1,,1,🟢 Ready (1 DRP / 1 wkls)
SoftwareOne Brasil,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
SoftwareOne Brasil,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
SoftwareOne Brasil,Databases,The AI Ready Data Cloud,Cloud SQL,1,,1,🟢 Ready (1 profiles)
SoftwareOne Brasil,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
SoftwareOne Brasil,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
SoftwareOne Brasil,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,1,1,🟢 Ready (1 profiles)
SoftwareOne Brasil,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
SoftwareOne Brasil,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,1,15,16,🟢 Ready (16 profiles)
SoftwareOne Brasil,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,3,11,14,🟢 Ready (14 profiles)
SoftwareOne Brasil,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,1,1,🟢 Ready (1 profiles)
SoftwareOne Brasil,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
SoftwareOne Brasil,Security,Agentic Defense with Google Security,Security Command Center,,1,1,🟢 Ready (1 profiles)
SoftwareOne Brasil,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
SoftwareOne Brasil,Security,Secure Innovation with Google Cloud,Cloud Security,,5,5,🟢 Ready (5 profiles)
SoftwareOne Brasil,Workspace,Agentic Workplace Transformation,Workspace,2,4,6,🟢 Ready (6 profiles)
Rubik Cloud,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Rubik Cloud,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Rubik Cloud,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 4 wkls)
Rubik Cloud,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Rubik Cloud,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,🔴 Gap (0 DRP / 2 wkls)
Rubik Cloud,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Rubik Cloud,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Rubik Cloud,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,🔴 Gap (0 DRP / 1 wkls)
Rubik Cloud,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Rubik Cloud,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Rubik Cloud,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Rubik Cloud,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Rubik Cloud,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Rubik Cloud,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Rubik Cloud,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Rubik Cloud,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Rubik Cloud,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Rubik Cloud,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Rubik Cloud,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Rubik Cloud,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Rubik Cloud,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Rubik Cloud,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Rubik Cloud,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Rubik Cloud,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,🔴 Gap (0 DRP / 1 wkls)
Rubik Cloud,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Rubik Cloud,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Rubik Cloud,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Rubik Cloud,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Rubik Cloud,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Rubik Cloud,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Gtec Software,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Gtec Software,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Gtec Software,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Gtec Software,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Gtec Software,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Gtec Software,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Gtec Software,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Gtec Software,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Gtec Software,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Gtec Software,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Gtec Software,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Gtec Software,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Gtec Software,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Gtec Software,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Gtec Software,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Gtec Software,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Gtec Software,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Gtec Software,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Gtec Software,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Gtec Software,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Gtec Software,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Gtec Software,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Gtec Software,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Gtec Software,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Gtec Software,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Gtec Software,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Gtec Software,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
MERITI SRL,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
MERITI SRL,Application Modernization,"Migrate, Modernize and Build",Cloud Run,5,,5,🟢 Ready (5 profiles)
MERITI SRL,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
MERITI SRL,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,2,3,5,🟢 Ready (5 DRP / 1 wkls)
MERITI SRL,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
MERITI SRL,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
MERITI SRL,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
MERITI SRL,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
MERITI SRL,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,5,,5,🟢 Ready (5 DRP / 1 wkls)
MERITI SRL,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,5,,5,🟢 Ready (5 profiles)
MERITI SRL,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,5,,5,🟢 Ready (5 profiles)
MERITI SRL,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,5,,5,🟢 Ready (5 profiles)
MERITI SRL,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,5,,5,🟢 Ready (5 profiles)
MERITI SRL,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
MERITI SRL,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
MERITI SRL,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
MERITI SRL,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
MERITI SRL,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
MERITI SRL,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
MERITI SRL,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
MERITI SRL,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
MERITI SRL,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
MERITI SRL,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
MERITI SRL,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
MERITI SRL,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
MERITI SRL,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,🔴 Gap (0 DRP / 1 wkls)
MERITI SRL,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
MERITI SRL,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,1,,1,🟢 Ready (1 profiles)
MERITI SRL,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,1,1,🟢 Ready (1 profiles)
MERITI SRL,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,1,,1,🟢 Ready (1 profiles)
MERITI SRL,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
MERITI SRL,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
MERITI SRL,Security,Agentic Defense with Google Security,Security Command Center,,1,1,🟢 Ready (1 profiles)
MERITI SRL,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
MERITI SRL,Security,Secure Innovation with Google Cloud,Cloud Security,2,,2,🟢 Ready (2 profiles)
MERITI SRL,Workspace,Agentic Workplace Transformation,Workspace,7,,7,🟢 Ready (7 profiles)
CLOUDMASTERS,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
CLOUDMASTERS,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,2,2,🟢 Ready (2 profiles)
CLOUDMASTERS,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,1,1,🟢 Ready (1 profiles)
CLOUDMASTERS,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,5,,5,🟢 Ready (5 DRP / 2 wkls)
CLOUDMASTERS,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,4,1,5,🟢 Ready (5 profiles)
CLOUDMASTERS,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,4,1,5,🟢 Ready (5 profiles)
CLOUDMASTERS,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
CLOUDMASTERS,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,4,1,5,🟢 Ready (5 profiles)
CLOUDMASTERS,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,2,1,3,🟢 Ready (3 DRP / 1 wkls)
CLOUDMASTERS,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,2,2,4,🟢 Ready (4 DRP / 1 wkls)
CLOUDMASTERS,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,3,1,4,🟢 Ready (4 DRP / 1 wkls)
CLOUDMASTERS,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,1,1,🟢 Ready (1 profiles)
CLOUDMASTERS,Data & Analytics,The AI Ready Data Cloud,BigQuery,3,1,4,🟢 Ready (4 profiles)
CLOUDMASTERS,Data & Analytics,The AI Ready Data Cloud,Dataflow,,1,1,🟢 Ready (1 profiles)
CLOUDMASTERS,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
CLOUDMASTERS,Data & Analytics,The AI Ready Data Cloud,Looker,1,2,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
CLOUDMASTERS,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
CLOUDMASTERS,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
CLOUDMASTERS,Databases,The AI Ready Data Cloud,Cloud SQL,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
CLOUDMASTERS,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
CLOUDMASTERS,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
CLOUDMASTERS,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
CLOUDMASTERS,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,3,2,5,🟢 Ready (5 DRP / 1 wkls)
CLOUDMASTERS,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
CLOUDMASTERS,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
CLOUDMASTERS,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
CLOUDMASTERS,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
CLOUDMASTERS,Security,Secure Innovation with Google Cloud,Cloud Security,2,1,3,🟢 Ready (3 profiles)
CLOUDMASTERS,Workspace,Agentic Workplace Transformation,Workspace,5,,5,🟢 Ready (5 profiles)
Aleon Inteligencia de Dados Ltda,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,1,1,🟢 Ready (1 profiles)
Aleon Inteligencia de Dados Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
