Partner Name,Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htvUVQAY/view"", ""Gasco GLP S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tJwqOAE/view"", ""[Gasco] Chatbot- Devaid"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhfyNIAR/view"", ""Gasco GLP S.A. - Google Cloud Platform (Devaid AS)"")",,MCO,Chile,Build with AI,4.3: Migrated/Implemented,2026-03-16,2026-04-17,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHlfdQAC/view"", ""CGE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tJ0sOAE/view"", ""CGE - Regulatorio Imagenes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Mz9KcIAJ/view"", ""CGE Regulatorio Imagenes"")",,Corporate,MCO CORP SUR,Build with AI,4.3: Migrated/Implemented,2026-03-31,2026-06-26,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009odqgOAA/view"", ""[CCLA] - DM - AlloyDB as Staging Layer in Data Lake Architecture"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tkVyKAI/view"", ""ER-442710"")",MCO,Chile,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-10-31,2025-11-28,"22,600.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf000018MxGlIAK/view"", ""Empresas SB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Mc6iOAC/view"", ""[DBS] - Gobierno de datos con Dataplex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MN6IqIAL/view"", ""DBS - Gobierno de Datos"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-10-17,2026-01-19,"10,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tDqSOAU/view"", ""Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MLwm0IAD/view"", ""Transelec Gemini Enterprise for Data"")","ER-496259, ER-435477",Corporate,MCO CORP SUR,Build with AI,4.3: Migrated/Implemented,2026-01-21,2026-04-22,"45,900.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h39BLQAY/view"", ""Comercializadora Zenta Group SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tD4fOAE/view"", ""Cargas AWS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MKivYIAT/view"", ""Transelec Cargas Migracion AWS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tkExKAI/view"", ""ER-442087"")",Corporate,MCO CORP SUR,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-29,2026-10-01,"305,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhwj3QAA/view"", ""Empresas Hites SA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MbUaOAK/view"", ""Migracion AS400"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFpBNIA1/view"", ""Empresas Hites SA / $4,805,000 TCV / 3YRS"")",,MCO,Chile,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-11-30,2027-02-25,"144,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001p2ZLJQA2/view"", ""Deloitte Servicios Profesionales Limitada"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hbjV6QAI/view"", ""SMU S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082FpDOAU/view"", ""SMU - IaaS SAP #SAP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBOIA3/view"", ""SMU S.A, / $16,100,000 TCV / 5 YR #GCBDR"")",,MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-25,2026-10-30,"2,200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hbjV6QAI/view"", ""SMU S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oYDtOAM/view"", ""[SMU] - Data Quality #DataGovCL2025"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaWOLIA3/view"", ""SMU - Advanced Analytics Democratization #DATAFAST #DAFAST"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-08-07,2026-04-30,"24,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hoMr0QAE/view"", ""VTR Comunicaciones SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t9nZOAQ/view"", ""VTR - Store Procedures"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhyrDIAR/view"", ""VTR Comunicaciones SpA - GCP - Devaid - Store Procedures"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-08-01,2025-10-31,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVcWOAU/view"", ""[CCLA] - Nicanor MIgration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.2: Ramping / Deliver,2026-02-02,2026-12-31,"280,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVcbOAE/view"", ""[CCLA] - Cortex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2026-01-23,2026-02-27,"67,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHigMQAS/view"", ""Sociedad Austral de Electricidad S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVMxOAM/view"", ""Saesa - Data"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZDMYIA5/view"", ""Sociedad Austral de Electricidad S.A. - GCP"")","ER-412030, ER-432787",Corporate,MCO CORP SUR,Analytics,4.3: Migrated/Implemented,2025-08-30,2025-12-14,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t6R0OAI/view"", ""WL SAP RISE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bcFnBQAU/view"", ""CIAL - SAP on GCP + Cortex"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-02-03,2025-03-03,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t63tOAA/view"", ""Cial Landing Zone"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JNCi1IAH/view"", ""CIAL - Consorcio Industrial de Alimentos S.A. - GCP (Devaid - LZ)"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-22,2025-10-27,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kxZPMQA2/view"", ""Tivit Chile Tercerizacion De Procesos, Servicios Y Tecnologia Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hoZGwQAM/view"", ""Abastible S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZ5cOAG/view"", ""Abastible - SAP Migration to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cegGLQAY/view"", ""Abastible S.A./ $4.4M TCV/3YRS#SAPCAP"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-10-24,2026-02-01,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kxZPMQA2/view"", ""Tivit Chile Tercerizacion De Procesos, Servicios Y Tecnologia Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hoZGwQAM/view"", ""Abastible S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZ16OAG/view"", ""GCVE Solgas"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cegGLQAY/view"", ""Abastible S.A./ $4.4M TCV/3YRS#SAPCAP"")","ER-440188, ER-454490",MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-10-13,2025-10-20,"192,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kQ3EKQA0/view"", ""Caja de Compensacion de Asignacion Familiar Los Heroes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t5I3OAI/view"", ""[CCLH] - Infra - Alfresco to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000c0EGVQA2/view"", ""Caja Los Heroes - Move to Cloud GCP"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-07-01,2025-08-20,"90,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHlfdQAC/view"", ""CGE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t4YaOAI/view"", ""GCE Procesamiento Imagenes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LEYneIAH/view"", ""CGE - Procesamiento de Imagenes"")",,Corporate,MCO CORP SUR,Build with AI,4.3: Migrated/Implemented,2025-08-29,2025-12-26,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001p2ZLJQA2/view"", ""Deloitte Servicios Profesionales Limitada"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hbjV6QAI/view"", ""SMU S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082BkxOAE/view"", ""SMU - Huawei a GCP #Q3RevAcc #MMB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBOIA3/view"", ""SMU S.A, / $16,100,000 TCV / 5 YR #GCBDR"")","ER-457082, ER-488461",MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-25,2026-10-30,"2,000,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hbjV6QAI/view"", ""SMU S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082BkiOAE/view"", ""[SMU] - Analitica avanzada y democratizacion de datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaWOLIA3/view"", ""SMU - Advanced Analytics Democratization #DATAFAST #DAFAST"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-09-29,2026-01-27,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hbjV6QAI/view"", ""SMU S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082BkYOAU/view"", ""SMU - SCC E"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBOIA3/view"", ""SMU S.A, / $16,100,000 TCV / 5 YR #GCBDR"")",,MCO,Chile,Security,4.3: Migrated/Implemented,2026-06-04,2026-06-12,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuRrQAI/view"", ""Chilquinta Energia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t0RWOAY/view"", ""Networking Arquitecture - Devaid"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KbCblIAF/view"", ""Chilquinta Energia S.A. - Google Cloud Platform - Devaid (NW Arq)#SalesCreditPOC"")",,Corporate,MCO CORP SUR,Networking,4.3: Migrated/Implemented,2025-12-12,2025-12-19,"8,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h39BnQAI/view"", ""Option Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000000GqAVOA0/view"", ""[CCLA] - DA - Migration critical Reports and ETL - Milestones 5 to 8"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-06-03,2025-10-30,"636,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002MvX7JQAV/view"", ""ENTEL CALL CENTER S A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006ABrROAW/view"", ""[Entel contact Center] - AI - Análisis de audios fase expansion 2"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cshY7QAI/view"", ""Devaid SPA / $786,826 TCV / 3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011PidKAE/view"", ""ER-456945"")",MCO,Chile,Developer AI Assistance,4.3: Migrated/Implemented,2025-08-11,2025-12-31,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUKXOA4/view"", ""Partner INterconnect resiliencia"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kgm3zIAB/view"", ""Transelec Partner INterconnect resiliencia"")",,Corporate,MCO CORP SUR,Networking,4.3: Migrated/Implemented,2025-03-12,2025-03-19,"36,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc0ZsQAI/view"", ""Essbio"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000827I1OAI/view"", ""Essbio - Datalake (Devaid)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cr3OUQAY/view"", ""Essbio -  RFP BI Analytics - TBD #DAFAST"")","ER-494087, ER-354180",Corporate,MCO CORP SUR,Analytics,3:  Proposal / Negotiation,2026-08-27,2026-10-27,"125,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssEaOAI/view"", ""SAP RISE Sandbox #Q3CloseAcc"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOJuUIAX/view"", ""CIAL - Google Cloud Platform #SAPGCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtwKAC/view"", ""ER-353357"")",Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-29,2025-09-19,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhwj3QAA/view"", ""Empresas Hites SA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009srySOAQ/view"", ""Nuevo Contrato"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFpBNIA1/view"", ""Empresas Hites SA / $4,805,000 TCV / 3YRS"")",,MCO,Chile,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2026-08-14,2026-11-30,"500,000.00"
